employee_id,name,age,gender,department,job_role,salary,joining_date,city,email,experience_years,performance_score
EMP23648,Karthik Reddy,51,Male,HR,Accountant,159050.0,2020-09-06,Delhi,,18.3,
EMP29485,Priya Gupta,31,female,Sales,Marketing Analyst,155554.0,2025-03-08,Chennai,,1.8,Poor
EMP25957,Karthik Kumar,43,,Marketing,Operations Manager,159056.0,2017-09-05,Kochi,,10.9,
EMP22535,Meena Patel,19,Female,IT,Data Analyst,140274.0,2025-07-26,Mumbai ,,18.8,
EMP14622,Meena Iyer,26,Female,IT,Operations Manager,90310.0,2024-01-08,Hyderabad,,23.8,Good
EMP20435,  Sneha Sharma  ,34,Unknown,HR,Accountant,97443.0,2016-07-08,Delhi,,10.1,excellent
EMP20235,Pooja Patel,58,female,Operations,Data analyst,81118.0,2018-05-10,Bangalore,,11.1,Good
EMP17090,Karthik Nair,44,M,HR,HR Executive,36954.0,2019-04-26,Bangalore,,22.8,good
EMP15637,Nisha Sharma,22,M,IT,software engineer,83524.0,2024-09-21,Hyderabad,,23.0,Average
EMP18469,Nisha Singh,54,Male,Finance,Software Engineer,93350.0,2026-02-12,Delhi,,20.7,
EMP14801,Rahul Verma,46,F,HR,,52775.0,2021-04-21,Mumbai ,,2.0,Average
EMP25891,Nisha Menon,28,Male,Operations,Operations Manager,111874.0,2022-10-04,Bengaluru,,19.6,
EMP26152,Vignesh Patel,61,M,HR,Data Analyst,137871.0,2017-02-21,Chennai,,13.2,Good
EMP13230,Priya Rao,18,Female,HR,Operations Manager,103920.0,2017-04-29,Mumbai,,8.5,Average
EMP21186,Meena Menon,65,Unknown,Finance,Sales Executive,149574.0,2023-10-13,Kochi,,0.3,excellent
EMP18883,Sneha Reddy,48,male,Operations,Sales Executive,46185.0,2019-09-15,Bengaluru,,15.5,good
EMP12347,Priya Verma,29,Unknown,IT,Marketing Analyst,43918.0,2016-02-14,Hyd,,18.4,good
EMP24129,Rahul Sharma,47,Female,HR,software engineer,102161.0,2024-05-27,Delhi,,23.9,
EMP23387,Karthik Menon,50,Male,HR,software engineer,154453.0,2026-01-12,Bangalore,,22.0,excellent
EMP25919,Vijay Verma,58,M,Sales,Marketing Analyst,117659.0,2021-01-19,Bengaluru,,11.1,
EMP17667,Priya Singh,37,Female,HR,Software Engineer,104120.0,2019-07-20,Chennai,,21.3,Poor
EMP12218,Amit Menon,26,Female,HR,Software Engineer,133894.0,2020-01-17,Kochi,,0.4,Average
EMP13233,Anjali Menon,51,,IT,,104335.0,2025-01-28,Bengaluru,,10.3,Poor
EMP12530,Vignesh Das,64,F,Marketing,Sales Executive,151075.0,2024-10-27,Delhi,,22.2,good
EMP28063,Divya Rao,25,female,Finance,Data Analyst,104496.0,2021-03-22,Mumbai ,,9.3,
EMP27608,Pooja Menon,59,Male,Marketing,Software Engineer,41940.0,2022-05-19,Chennai ,,17.7,
EMP14639,Rahul Patel,24,female,HR,Accountant,98967.0,2025-04-11,Hyd,,12.7,good
EMP11810,Sneha Patel,34,,IT,Software Engineer,162064.0,2023-01-13,Hyd,,24.0,Poor
EMP20536,Suresh Rao,61,M,Sales,Software Engineer,32301.0,2026-06-23,Chennai,,23.4,Poor
EMP12301,Suresh Reddy,44,Unknown,IT,Data Analyst,175224.0,2023-03-01,Bengaluru,,17.2,good
EMP20883,Anjali Menon,19,Female,HR,Data analyst,31507.0,2016-03-10,Bengaluru,,5.5,
EMP11096,Suresh Singh,53,male,Marketing,Software Engineer,30192.0,2017-08-15,Chennai ,,14.2,Excellent
EMP29545,Divya Gupta,30,Male,HR,,138547.0,2023-10-08,Mumbai,,21.4,good
EMP29468,Pooja Menon,36,Male,Sales,Marketing Analyst,32673.0,2015-01-03,Hyd,,20.2,Poor
EMP19251,Sneha Patel,30,F,HR,software engineer,167040.0,2017-11-03,Kochi,,16.9,excellent
EMP14006,Sneha Verma,41,F,Operations,Data analyst,157226.0,2025-11-23,Mumbai ,,23.8,Excellent
EMP20894,Ravi Rao,42,female,IT,Accountant,87023.0,2017-08-27,Bengaluru,,4.3,
EMP16812,Vijay Patel,42,Female,Finance,Accountant,152365.0,2018-11-19,Hyd,,8.2,Excellent
EMP24245,Arun Reddy,46,female,IT,Accountant,131772.0,2015-10-01,Chennai ,,12.5,Excellent
EMP19908,Anjali Rao,31,male,IT,Sales Executive,150229.0,2021-10-15,Hyderabad,,11.5,
EMP29738,Arun Rao,43,,HR,Operations Manager,29387.0,2024-04-12,Kochi,,18.5,Good
EMP19001,Vijay Iyer,33,F,Finance,Accountant,18461.0,2017-08-28,Mumbai,,12.6,
EMP11031,Nisha Patel,22,Female,Operations,Software Engineer,58470.0,2023-10-23,Bengaluru,,21.8,excellent
EMP21653,Sneha Patel,23,female,Sales,,172505.0,2017-01-04,Hyderabad,,12.2,good
EMP14427,Amit Nair,35,Unknown,HR,Software Engineer,172514.0,2019-09-24,  Mumbai   ,,22.7,Good
EMP13551,Vijay Patel,20,M,HR,Data Analyst,62465.0,2021-05-13,Mumbai ,,12.7,Excellent
EMP27794,Arun Reddy,21,male,Operations,Marketing Analyst,95010.0,2017-05-14,Mumbai ,,16.8,Good
EMP28388,Nisha Reddy,37,Male,Sales,Software Engineer,48662.0,2025-05-07,Bangalore,,7.2,Poor
EMP12316,Rahul Verma,60,F,HR,HR Executive,31048.0,2024-12-29,Bangalore,,20.5,Average
EMP27140,Vijay Das,52,M,IT,Software Engineer,175168.0,2018-09-07,Chennai ,,20.9,good
EMP14517,Suresh Iyer,47,Male,Finance,,74397.0,2023-02-12,Bangalore,,20.8,
EMP26312,Vignesh Singh,64,F,Marketing,Marketing Analyst,123452.0,2024-01-22,Chennai ,,20.2,Excellent
EMP28313,Karthik Rao,24,F,HR,Operations Manager,143902.0,2024-11-20,Kochi,,22.9,Excellent
EMP29905,Amit Kumar,34,Male,Marketing,software engineer,178720.0,2024-05-21,Mumbai,,1.9,
EMP26536,Nisha Menon,43,Female,Sales,Data analyst,38919.0,2016-02-13,Pune,,18.7,
EMP20345,Anjali Iyer,33,M,HR,Sales Executive,46717.0,2015-05-21,Chennai ,,1.1,
EMP15425,Arun Kumar,32,M,HR,Sales Executive,77099.0,2022-10-01,Chennai,,23.6,Average
EMP11131,  Sneha Sharma  ,58,Male,Marketing,,126807.0,,Hyderabad,,5.2,Excellent
EMP27544,Rahul Rao,42,F,HR,Marketing Analyst,179383.0,2021-01-25,Chennai ,,15.8,excellent
EMP22454,Sneha Singh,38,Female,Operations,Data Analyst,103557.0,2022-10-01,Delhi,,3.8,Good
EMP15809,Arun Menon,56,Unknown,Sales,,121733.0,2026-04-17,Chennai,,1.4,
EMP21019,Amit Sharma,58,male,HR,software engineer,33695.0,2023-07-13,Bengaluru,,6.3,
EMP16648,Nisha Kumar,50,male,HR,Operations Manager,91697.0,2015-07-05,Hyderabad,,11.5,good
EMP13279,Nisha Menon,32,Female,HR,software engineer,154549.0,2021-05-27,Chennai ,,5.3,Average
EMP17959,Pooja Reddy,55,Unknown,Operations,HR Executive,35075.0,2018-04-14,Hyd,,7.9,good
EMP12780,Vignesh Singh,56,female,HR,Accountant,99035.0,2023-11-19,Bengaluru,,2.9,
EMP27751,Vignesh Reddy,59,Unknown,IT,Accountant,158624.0,2019-03-05,Delhi,,2.7,Average
EMP21646,Anjali Patel,42,M,HR,software engineer,35179.0,2023-01-30,Bangalore,,16.9,
EMP27399,Sneha Singh,18,female,HR,software engineer,167932.0,2019-09-06,Chennai,,16.2,good
EMP27620,Priya Menon,47,Unknown,Sales,Marketing Analyst,45737.0,2024-06-30,Hyd,,8.7,Excellent
EMP13834,Vignesh Menon,56,Unknown,IT,HR Executive,81257.0,2021-06-03,Bengaluru,,18.5,Poor
EMP14226,Karthik Kumar,30,M,HR,Data Analyst,175470.0,2024-12-28,Hyd,,6.6,Excellent
EMP15253,Vijay Nair,23,Unknown,IT,Accountant,153889.0,2019-01-14,Bengaluru,,7.0,Poor
EMP20318,Arun Iyer,36,female,IT,Accountant,98141.0,2025-07-20,Hyd,,6.8,Average
EMP16363,Arun Gupta,27,F,Operations,software engineer,111189.0,2026-07-30,Hyd,,22.0,Excellent
EMP25139,Rahul Verma,61,Female,IT,Data Analyst,116629.0,2015-08-17,Hyd,,22.6,Good
EMP14804,Amit Patel,23,,Operations,Operations Manager,52829.0,2021-07-13,Mumbai,,6.4,excellent
EMP23708,Rahul Das,30,F,Sales,software engineer,78315.0,2020-12-15,Chennai,,9.3,excellent
EMP27809,Vijay Patel,49,Female,Marketing,Data Analyst,80265.0,2020-08-17,Chennai,,16.4,Good
EMP15486,Vignesh Das,51,F,IT,Operations Manager,117059.0,2018-01-05,Mumbai,,20.8,Excellent
EMP19780,Amit Patel,41,M,Sales,HR Executive,90650.0,2023-01-18,Mumbai,,0.8,Average
EMP14034,Arun Reddy,58,male,Marketing,Marketing Analyst,76522.0,2021-06-26,Delhi,,8.5,
EMP21677,Priya Singh,19,M,HR,Data analyst,65194.0,2024-10-28,Kochi,,22.8,Excellent
EMP29404,Nisha Singh,53,male,HR,Accountant,68785.0,2022-03-25,Bengaluru,,21.2,Good
EMP24650,Suresh Reddy,60,Unknown,HR,Operations Manager,129186.0,2023-09-28,Mumbai ,,1.5,Poor
EMP19393,Vijay Sharma,38,male,Finance,Marketing Analyst,94542.0,2016-03-01,Pune,,2.8,Average
EMP24356,Rahul Menon,37,Male,Operations,Data Analyst,81973.0,2023-07-23,Kochi,,11.7,
EMP10961,Priya Nair,42,M,Finance,HR Executive,172625.0,2026-03-14,Chennai,,5.6,good
EMP25533,Anjali Iyer,33,male,Sales,,161470.0,2018-04-09,Hyd,,18.4,Excellent
EMP26356,Divya Singh,34,F,HR,Data Analyst,108626.0,2021-09-30,Hyd,,8.5,good
EMP17763,Arun Singh,44,Unknown,Finance,Operations Manager,159120.0,2024-03-08,Bangalore,,17.0,Excellent
EMP15511,Pooja Kumar,44,M,Marketing,software engineer,62642.0,2021-10-25,Kochi,,13.0,
EMP17684,Meena Singh,43,Female,HR,Operations Manager,146941.0,2017-10-21,Hyd,,8.4,excellent
EMP13728,Anjali Singh,57,,IT,software engineer,125898.0,2025-07-17,Bangalore,,22.4,good
EMP15835,Vignesh Gupta,31,Female,HR,software engineer,37883.0,2026-04-20,Bangalore,,2.3,
EMP19328,Sneha Sharma,42,M,IT,Data analyst,87574.0,2020-07-07,Hyd,,4.5,Average
EMP13295,Divya Rao,22,F,Marketing,Operations Manager,74581.0,2023-10-09,Kochi,,12.0,Poor
EMP28097,Arun Singh,44,Unknown,Finance,Marketing Analyst,177764.0,2019-06-13,Kochi,,10.0,
EMP26506,Vijay Kumar,39,F,Operations,Sales Executive,99656.0,2025-08-26,Hyd,,11.4,Excellent
EMP14449,Anjali Gupta,58,Unknown,Operations,Data Analyst,62001.0,2018-08-08,Bangalore,,18.2,
EMP20827,Anjali Reddy,65,,IT,software engineer,42545.0,2024-02-06,Pune,,16.8,
EMP13646,Nisha Menon,19,M,Marketing,,67373.0,2015-10-07,Bangalore,,1.0,Poor
EMP21419,Ravi Sharma,27,Unknown,HR,HR Executive,79062.0,2018-06-23,Bangalore,,10.4,good
EMP28610,Sneha Kumar,39,Female,Finance,,71546.0,2024-08-24,Hyderabad,,13.2,Average
EMP17013,Vignesh Das,32,female,HR,Marketing Analyst,164687.0,2019-06-30,Bangalore,,21.8,excellent
EMP13695,Pooja Sharma,36,female,Finance,Software Engineer,54882.0,2019-11-03,Chennai ,,19.4,Average
EMP22882,Karthik Sharma,30,Unknown,IT,Operations Manager,69786.0,2025-05-28,Hyderabad,,13.7,Average
EMP23240,Rahul Iyer,60,M,Finance,Operations Manager,117642.0,2020-06-18,Hyd,,11.3,Average
EMP26223,Arun Sharma,39,male,HR,software engineer,104518.0,2025-04-26,Delhi,,10.7,
EMP15143,Amit Reddy,48,,IT,software engineer,50367.0,2024-07-02,Pune,,3.0,excellent
EMP23497,Vijay Sharma,19,Unknown,HR,software engineer,45918.0,2018-07-17,Mumbai,,22.2,good
EMP20631,Nisha Nair,65,M,IT,Sales Executive,39721.0,2024-11-28,Delhi,,4.0,Good
EMP22920,Amit Singh,52,F,HR,software engineer,179260.0,2017-06-28,Chennai,,20.8,
EMP23235,Nisha Kumar,25,Unknown,Marketing,HR Executive,159733.0,2022-05-07,Mumbai ,,5.5,excellent
EMP25287,Pooja Reddy,32,Male,HR,Marketing Analyst,18137.0,2023-11-19,Mumbai,,19.3,
EMP14387,Sneha Kumar,58,Female,IT,Accountant,147289.0,2025-02-26,Bangalore,,18.7,
EMP27441,Vijay Sharma,47,male,Sales,Sales Executive,77807.0,2015-07-17,Kochi,,20.7,good
EMP27517,Karthik Menon,35,F,Finance,Accountant,146578.0,2022-09-18,Bangalore,,1.5,Excellent
EMP10736,Ravi Das,32,Female,HR,,101383.0,2023-09-08,Mumbai ,,20.1,Good
EMP18642,Priya Menon,30,,Marketing,software engineer,82118.0,2025-04-28,Bangalore,,22.1,
EMP26383,Vijay Sharma,61,Female,IT,Accountant,85017.0,2022-01-18,Chennai ,,1.9,good
EMP10389,Karthik Iyer,18,female,Marketing,,152576.0,2015-06-07,Pune,,13.7,Poor
EMP11923,Divya Kumar,20,Female,Operations,HR Executive,174068.0,2023-12-17,Chennai,,7.2,Good
EMP14056,Arun Kumar,21,,Sales,Data analyst,125131.0,2025-05-31,Pune,,24.7,Poor
EMP23188,Arun Verma,51,Female,Sales,Accountant,30349.0,2026-02-23,Kochi,,7.4,excellent
EMP19567,Nisha Rao,19,male,HR,Software Engineer,135825.0,2021-02-21,Chennai,,16.5,good
EMP12257,Pooja Iyer,35,female,IT,Software Engineer,99998.0,2015-11-24,Delhi,,0.1,Excellent
EMP18952,Vignesh Gupta,35,male,HR,,78816.0,2026-05-09,Delhi,,3.7,
EMP15822,Nisha Das,41,Unknown,Finance,Operations Manager,116934.0,2016-06-24,Delhi,,10.1,good
EMP21783,Meena Iyer,54,Unknown,IT,Software Engineer,156755.0,2026-07-03,Chennai ,,unknown,Excellent
EMP22346,Anjali Reddy,42,F,Sales,,51309.0,2024-08-08,Kochi,,9.9,Excellent
EMP16301,Divya Singh,20,,Sales,Software Engineer,147765.0,2021-04-17,Bengaluru,,13.1,excellent
EMP19597,Vignesh Rao,26,,HR,software engineer,172826.0,2026-02-15,Bangalore,,19.7,Poor
EMP11502,Sneha Nair,49,,Marketing,HR Executive,84726.0,2018-10-24,Chennai,,11.9,Poor
EMP12549,Rahul Kumar,41,M,Marketing,Accountant,49840.0,2026-07-04,Mumbai,,21.6,Poor
EMP20979,Divya Kumar,42,Female,Finance,HR Executive,150816.0,2023-03-15,Bengaluru,,3.2,Poor
EMP14216,Vijay Das,58,,HR,HR Executive,118727.0,2020-09-17,Bengaluru,,12.2,
EMP17976,Vijay Iyer,25,Unknown,HR,Data analyst,-14089.0,2017-06-20,Hyd,,18.4,Average
EMP12651,Anjali Kumar,61,Female,HR,,129324.0,2022-10-18,Hyd,,5.6,Good
EMP28139,Arun Reddy,46,M,IT,Software Engineer,170778.0,2025-01-08,Chennai,,2.7,Excellent
EMP16029,Meena Menon,57,Male,Operations,Data Analyst,172601.0,2018-02-25,Mumbai,,16.3,Good
EMP10155,Vignesh Das,44,Unknown,Operations,Sales Executive,127348.0,2021-11-11,Hyderabad,,24.8,good
EMP16321,Rahul Nair,28,Unknown,IT,software engineer,71205.0,2024-06-14,Bangalore,,12.0,Average
EMP18319,Vijay Kumar,31,,HR,Operations Manager,51326.0,2022-11-28,Bangalore,,7.4,excellent
EMP28308,Arun Gupta,51,M,Sales,Accountant,166028.0,2023-01-02,Kochi,,10.6,good
EMP23994,Ravi Sharma,59,Male,HR,Marketing Analyst,179816.0,2021-03-26,Kochi,,2.7,Average
EMP16187,Priya Iyer,64,F,Operations,Operations Manager,113267.0,2016-03-09,Bangalore,,6.0,Good
EMP13738,Pooja Kumar,43,male,Sales,Marketing Analyst,27829.0,2015-05-22,Hyderabad,,12.1,good
EMP20322,Pooja Singh,45,Male,Operations,Sales Executive,70146.0,2018-08-06,Kochi,,18.8,
EMP23603,Pooja Kumar,32,M,Finance,HR Executive,32487.0,2015-03-28,Mumbai ,,2.6,Poor
EMP10927,Suresh Patel,30,male,Finance,HR Executive,108606.0,2017-06-22,Chennai ,,15.9,Good
EMP14416,Karthik Menon,64,female,HR,Data analyst,72824.0,2023-11-27,Delhi,,23.3,Excellent
EMP12231,Amit Gupta,65,male,Finance,software engineer,118542.0,2017-08-29,Delhi,,23.4,good
EMP23932,Nisha Gupta,57,Unknown,HR,Operations Manager,106718.0,2021-01-15,Delhi,,23.4,good
EMP12182,Vignesh Verma,55,Female,HR,Data analyst,28806.0,2020-02-21,Mumbai ,,3.0,Poor
EMP23739,Amit Kumar,63,male,HR,Marketing Analyst,70260.0,2019-04-18,Mumbai ,,8.1,Good
EMP22967,Arun Iyer,59,female,IT,software engineer,39194.0,2025-03-01,Delhi,,10.0,
EMP11375,Ravi Nair,18,Unknown,IT,Sales Executive,88229.0,,Mumbai ,,15.3,Excellent
EMP10991,Nisha Singh,25,M,Finance,Accountant,23892.0,2020-05-27,Mumbai,,22.0,Excellent
EMP18933,  Meena Gupta  ,49,M,IT,HR Executive,130797.0,2024-04-24,Chennai,,0.5,Poor
EMP27651,Anjali Sharma,54,,Sales,software engineer,163449.0,2015-04-08,Mumbai ,,1.4,Good
EMP29894,Nisha Verma,41,M,HR,Accountant,31657.0,2023-10-26,Bangalore,,22.7,
EMP22824,Ravi Patel,27,Male,Finance,HR Executive,161491.0,2018-01-20,Chennai,,2.6,Excellent
EMP10637,Meena Das,37,female,Sales,Software Engineer,66494.0,2017-05-09,Chennai ,,4.3,Good
EMP28341,Divya Verma,37,,IT,,162426.0,2020-09-15,Pune,,13.3,excellent
EMP14265,Vignesh Iyer,58,Female,Marketing,,70190.0,2021-05-21,Hyd,,0.3,Poor
EMP22424,Karthik Verma,49,M,Operations,Data analyst,33732.0,2026-02-27,Pune,,7.6,excellent
EMP22057,Amit Singh,61,Male,Marketing,Sales Executive,147256.0,2015-09-23,Mumbai ,,24.6,good
EMP25161,Ravi Menon,18,Female,Sales,Data analyst,122905.0,2021-01-12,Mumbai ,,21.0,Average
EMP19682,Anjali Sharma,31,,HR,Data analyst,159391.0,2019-07-22,Bengaluru,,7.4,good
EMP19644,Vijay Reddy,24,,Sales,Accountant,178081.0,2022-01-27,Pune,,18.2,excellent
EMP26694,Vijay Kumar,65,,Finance,HR Executive,94701.0,2025-04-15,Kochi,,18.7,excellent
EMP22237,Anjali Das,33,,Finance,software engineer,34009.0,2024-04-28,Hyd,,15.0,
EMP29262,Anjali Menon,42,M,IT,software engineer,137847.0,2021-08-16,Bangalore,,6.6,Good
EMP28512,Priya Singh,32,Unknown,Finance,Accountant,81224.0,2020-07-10,Pune,,21.7,Average
EMP26546,Anjali Gupta,62,Male,Finance,Operations Manager,62273.0,2019-02-11,Bengaluru,,23.5,Average
EMP17050,Ravi Kumar,59,,Finance,Operations Manager,167730.0,2017-06-20,Bangalore,,19.8,excellent
EMP21843,Karthik Patel,59,M,HR,Software Engineer,65943.0,2016-05-23,Delhi,,21.3,Excellent
EMP10024,Priya Iyer,59,Male,HR,Operations Manager,70940.0,2018-10-27,Bengaluru,,14.6,
EMP23980,Divya Verma,54,Male,Sales,Data analyst,126238.0,2020-05-05,Delhi,,22.2,excellent
EMP16504,Karthik Das,26,female,Operations,HR Executive,179790.0,2021-12-06,Mumbai,,23.0,Average
EMP13814,Sneha Rao,31,M,IT,Marketing Analyst,76897.0,2021-12-04,Pune,,17.0,
EMP19642,Suresh Gupta,53,M,Sales,HR Executive,152573.0,2021-06-15,Bangalore,,19.4,excellent
EMP24726,Rahul Reddy,27,F,Finance,Data Analyst,26612.0,2020-09-20,Mumbai ,,20.0,
EMP23882,Anjali Sharma,63,F,HR,Data Analyst,172034.0,2023-04-08,Delhi,,3.1,
EMP21647,Anjali Nair,24,M,Operations,software engineer,98457.0,2021-11-11,Pune,,24.2,Good
EMP28605,Arun Kumar,48,Unknown,IT,Data Analyst,18218.0,2016-01-13,Bengaluru,,20.7,Good
EMP18093,Sneha Singh,61,F,Finance,,128635.0,2024-07-30,Bengaluru,,9.8,Poor
EMP28292,Anjali Reddy,30,Female,Sales,Data Analyst,166118.0,2023-05-28,Chennai ,,1.2,good
EMP26450,Rahul Nair,55,M,Finance,software engineer,135428.0,2017-12-07,Hyderabad,,2.3,excellent
EMP27039,Vignesh Das,52,F,IT,HR Executive,119743.0,2021-01-05,Bangalore,,4.0,
EMP20682,  Priya Reddy  ,37,Unknown,HR,Data analyst,44437.0,2023-05-22,Hyderabad,,20.1,good
EMP23789,Arun Rao,25,Male,Marketing,Accountant,144456.0,2016-03-07,Chennai ,,1.6,Good
EMP17028,Priya Menon,28,M,HR,HR Executive,35596.0,2023-08-31,Mumbai,,16.3,excellent
EMP17879,Rahul Kumar,45,,Operations,Operations Manager,158670.0,2022-09-29,Kochi,,24.5,
EMP22262,Sneha Sharma,38,Female,IT,Sales Executive,37928.0,2019-06-29,Chennai,,18.3,good
EMP23043,Vijay Kumar,61,M,HR,Operations Manager,112405.0,2017-05-31,Hyd,,22.5,Good
EMP10711,Amit Nair,43,,IT,Sales Executive,135510.0,2018-02-10,Pune,,20.9,Good
EMP27453,Rahul Reddy,64,female,Sales,Software Engineer,109043.0,2023-11-04,Kochi,,23.4,
EMP10656,Karthik Nair,26,Unknown,Sales,Operations Manager,88021.0,2017-10-20,Bangalore,,13.3,
EMP13735,Meena Das,54,F,HR,Software Engineer,145822.0,2016-03-02,Hyderabad,,7.3,Average
EMP25961,Pooja Singh,60,Unknown,Sales,HR Executive,84729.0,2023-02-15,Hyd,,23.2,good
EMP29409,Priya Singh,55,F,Operations,,93642.0,2020-02-22,Hyd,,7.2,excellent
EMP25327,Nisha Nair,21,Male,Sales,Sales Executive,98908.0,2024-04-30,Hyderabad,,14.3,good
EMP15022,Pooja Singh,42,Unknown,IT,HR Executive,122829.0,2015-09-03,Pune,,6.1,Good
EMP29274,Karthik Patel,25,Female,Sales,Data analyst,62873.0,2017-03-14,Chennai ,,12.3,
EMP26289,Ravi Das,24,M,HR,Sales Executive,24667.0,2019-09-29,Delhi,,1.3,Average
EMP19002,Arun Singh,32,female,Sales,Sales Executive,56199.0,2022-01-17,Mumbai,,15.9,Good
EMP20723,Suresh Patel,61,Unknown,IT,software engineer,99256.0,2020-04-14,Delhi,,14.6,excellent
EMP22418,Ravi Singh,33,Unknown,Finance,Accountant,78836.0,2019-04-06,Hyd,,13.3,
EMP20206,Arun Patel,18,M,IT,Data Analyst,45670.0,2023-06-13,Delhi,,23.9,good
EMP29025,Vignesh Singh,21,Unknown,HR,Operations Manager,152815.0,2018-07-31,Hyd,,8.1,
EMP16599,Arun Gupta,46,female,Finance,Marketing Analyst,80041.0,2015-11-27,Chennai,,3.8,good
EMP26037,Anjali Kumar,42,F,Sales,Software Engineer,87797.0,2019-08-02,Mumbai ,,21.1,
EMP14559,Ravi Reddy,24,F,HR,Marketing Analyst,98417.0,2024-06-06,Mumbai,,9.6,Poor
EMP29929,Vignesh Nair,64,F,Marketing,Software Engineer,156389.0,2016-08-18,Pune,,21.9,
EMP14350,Vignesh Rao,33,Male,Sales,software engineer,78696.0,2025-06-30,Hyderabad,,18.9,
EMP21554,Nisha Iyer,38,Female,HR,software engineer,108049.0,2022-07-06,Bangalore,,6.5,Good
EMP21655,Vignesh Rao,65,M,HR,Software Engineer,139701.0,2019-12-31,Mumbai,,17.8,excellent
EMP24779,Divya Patel,23,,Finance,HR Executive,83613.0,2025-07-12,Pune,,23.0,excellent
EMP14030,Anjali Das,25,Unknown,Operations,Operations Manager,166678.0,2023-11-17,Bangalore,,21.5,good
EMP25850,Amit Verma,21,Male,IT,,102213.0,2026-03-30,Pune,,17.4,Good
EMP14205,Divya Sharma,52,M,Finance,HR Executive,98457.0,2019-05-29,Mumbai,,16.0,Good
EMP21685,Priya Rao,57,,HR,Software Engineer,86442.0,2025-02-20,Delhi,,3.7,Poor
EMP22240,Suresh Gupta,43,Male,IT,HR Executive,44489.0,2021-06-14,Hyd,,11.0,
EMP16115,Amit Patel,19,Male,Marketing,Operations Manager,178501.0,2018-03-27,Mumbai,,4.1,
EMP22835,Ravi Reddy,43,Female,Sales,Accountant,101652.0,2024-01-03,Hyd,,13.6,excellent
EMP14828,Suresh Gupta,31,F,IT,software engineer,30451.0,2022-07-15,Delhi,,17.1,Average
EMP13165,Anjali Patel,54,M,HR,Marketing Analyst,115332.0,2024-10-31,Chennai ,,4.6,Good
EMP21015,Amit Nair,42,M,Sales,Sales Executive,89877.0,2017-12-01,Mumbai ,,20.5,good
EMP10393,Meena Verma,35,Male,Marketing,HR Executive,64000.0,2025-12-25,Delhi,,4.4,excellent
EMP29519,Karthik Das,22,Female,IT,Data analyst,136626.0,2024-11-27,Kochi,,0.5,good
EMP15153,Priya Kumar,26,Unknown,IT,Marketing Analyst,163069.0,2019-06-13,Bengaluru,,3.1,good
EMP21113,Karthik Nair,46,,Sales,Accountant,110972.0,2023-05-09,Hyderabad,,9.5,Average
EMP21148,Suresh Rao,55,,Finance,HR Executive,35623.0,2025-07-12,Mumbai ,,19.5,
EMP19529,Sneha Sharma,18,Male,Marketing,,21055.0,2023-06-07,Chennai ,,11.7,Excellent
EMP29960,Amit Reddy,19,Male,Finance,Data analyst,122851.0,2022-12-22,Hyd,,8.0,excellent
EMP26693,Divya Singh,63,M,IT,Marketing Analyst,72883.0,2015-10-03,Delhi,,4.2,Excellent
EMP16926,Amit Singh,33,M,Finance,Accountant,167976.0,2018-05-24,Mumbai,,3.4,excellent
EMP18821,Amit Das,36,,HR,HR Executive,162133.0,2017-08-19,Chennai,,12.0,Good
EMP25611,Ravi Menon,19,Male,HR,Accountant,109380.0,2020-09-24,Bangalore,,22.7,Good
EMP13354,Rahul Reddy,22,female,Operations,Marketing Analyst,42312.0,2019-11-10,Mumbai,,3.7,Poor
EMP29297,Amit Kumar,22,Female,Finance,,143309.0,2020-06-20,Mumbai ,,16.0,Average
EMP24360,Suresh Sharma,40,female,Finance,HR Executive,55115.0,2018-01-18,Hyd,,10.0,Poor
EMP15252,Sneha Kumar,44,,Operations,Software Engineer,128209.0,2016-04-01,Pune,,5.5,good
EMP11475,Rahul Das,40,Male,Finance,Software Engineer,61745.0,2017-08-23,Hyd,,22.7,
EMP29203,Karthik Reddy,43,female,Sales,software engineer,144562.0,2024-12-20,Bengaluru,,4.7,Poor
EMP13102,Anjali Iyer,37,Male,HR,HR Executive,122775.0,2016-09-18,Delhi,,0.5,Good
EMP25931,Ravi Gupta,43,,IT,,53351.0,2026-04-09,Kochi,,2.8,
EMP19029,Pooja Patel,32,,Finance,Operations Manager,135318.0,2026-03-02,Mumbai ,,16.5,Poor
EMP12974,Karthik Nair,53,female,Operations,HR Executive,29041.0,2022-11-26,Kochi,,23.4,
EMP20349,Vignesh Kumar,61,,HR,software engineer,31121.0,2015-11-06,Kochi,,6.1,
EMP10904,Meena Rao,42,,HR,,33243.0,2023-05-02,Hyderabad,,10.9,excellent
EMP19281,Karthik Reddy,51,F,Finance,Operations Manager,94050.0,2017-11-24,Hyderabad,,0.8,Average
EMP14367,Priya Menon,64,,IT,Software Engineer,30561.0,2017-04-21,Hyd,,21.6,good
EMP19958,Sneha Iyer,36,Female,IT,Accountant,55645.0,2016-10-27,Hyderabad,,18.9,Excellent
EMP23175,Arun Iyer,39,male,Marketing,Sales Executive,119990.0,2026-04-18,Chennai ,,11.7,good
EMP23719,Meena Verma,36,F,HR,Data Analyst,147461.0,2023-08-28,Kochi,,1.1,
EMP26900,Rahul Gupta,38,Female,Marketing,Sales Executive,102220.0,2023-04-27,Delhi,,19.5,Good
